,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
0,ORCHARD 22,22,ORCHARD ROAD,ORCHARD 22,22 ORCHARD ROAD ORCHARD 22 SINGAPORE 238885,238885,29483.4266525954,31269.9380022548,1.29906869032036,103.846647830444,103.846647830444,Orchard
1,ORCHARD BEL AIR,,NIL,ORCHARD BEL AIR,ORCHARD BEL AIR,NIL,27076.4526311476,31636.6964927483,1.30238554650367,103.825020082613,103.825020082613,Orchard
2,ORCHARD BEL AIR,245,ORCHARD BOULEVARD,ORCHARD BEL AIR,245 ORCHARD BOULEVARD ORCHARD BEL AIR SINGAPORE 248648,248648,27071.2615811359,31629.2464523073,1.30231817080686,103.824973438871,103.824973438871,Orchard
3,ORCHARD BOULEVARD MRT STATION (TE13),20,ORCHARD BOULEVARD,ORCHARD BOULEVARD MRT STATION (TE13),20 ORCHARD BOULEVARD ORCHARD BOULEVARD MRT STATION (TE13) SINGAPORE 248654,248654,26948.2945375377,31640.7552477568,1.30242224836722,103.823868523249,103.823868523249,Orchard
4,ORCHARD BOULEVARD MRT STATION EXIT 1,,NIL,ORCHARD BOULEVARD MRT STATION EXIT 1,ORCHARD BOULEVARD MRT STATION EXIT 1,NIL,26924.0187065573,31773.5363218598,1.30362307278619,103.82365038919,103.82365038919,Orchard
5,ORCHARD BOULEVARD MRT STATION EXIT 2,,NIL,ORCHARD BOULEVARD MRT STATION EXIT 2,ORCHARD BOULEVARD MRT STATION EXIT 2,NIL,26951.5984998364,31645.9053149186,1.30246882387243,103.823898210692,103.823898210692,Orchard
6,ORCHARD BUILDING,1,GRANGE ROAD,ORCHARD BUILDING,1 GRANGE ROAD ORCHARD BUILDING SINGAPORE 239693,239693,28449.6799671808,31527.5861623641,1.30139880165788,103.83735915836,103.83735915836,Orchard
7,ORCHARD CENTRAL,181,ORCHARD ROAD,ORCHARD CENTRAL,181 ORCHARD ROAD ORCHARD CENTRAL SINGAPORE 238896,238896,28680.6729301102,31465.6765127573,1.30083890839245,103.839434733899,103.839434733899,Orchard
8,ORCHARD COURT,19,OXLEY ROAD,ORCHARD COURT,19 OXLEY ROAD ORCHARD COURT SINGAPORE 238619,238619,28931.372469198,31225.6489199046,1.2986681768518,103.841687375699,103.841687375699,Orchard
9,ORCHARD COURT,27,OXLEY ROAD,ORCHARD COURT,27 OXLEY ROAD ORCHARD COURT SINGAPORE 238621,238621,28899.9925002949,31197.9123384692,1.29841733789337,103.841405411908,103.841405411908,Orchard
10,KHATIB BONGSU PARK CONNECTOR,,NIL,KHATIB BONGSU PARK CONNECTOR,KHATIB BONGSU PARK CONNECTOR,NIL,28801.9598887358,45256.276096113,1.42555616856012,103.840524922186,103.840524922186,Khatib
11,KHATIB CAMP,300,SEMBAWANG ROAD,KHATIB CAMP,300 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758532,758532,27348.5517255273,44881.7437280212,1.42216903693547,103.827464727929,103.827464727929,Khatib
12,KHATIB CAMP,306,SEMBAWANG ROAD,KHATIB CAMP,306 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758538,758538,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
13,KHATIB CAMP,302,SEMBAWANG ROAD,KHATIB CAMP,302 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758534,758534,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
14,KHATIB CAMP,304,SEMBAWANG ROAD,KHATIB CAMP,304 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758536,758536,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
15,KHATIB CAMP,308,SEMBAWANG ROAD,KHATIB CAMP,308 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758540,758540,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
16,KHATIB CAMP,312,SEMBAWANG ROAD,KHATIB CAMP,312 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 757753,757753,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
17,KHATIB CAMP,310,SEMBAWANG ROAD,KHATIB CAMP,310 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758542,758542,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
18,KHATIB CENTRAL,849,YISHUN RING ROAD,KHATIB CENTRAL,849 YISHUN RING ROAD KHATIB CENTRAL SINGAPORE 760849,760849,28225.8218641784,44305.8090740461,1.41696049844254,103.835347787187,103.835347787187,Khatib
19,KHATIB CENTRAL,848,YISHUN STREET 81,KHATIB CENTRAL,848 YISHUN STREET 81 KHATIB CENTRAL SINGAPORE 760848,760848,28214.8266861448,44226.521485338,1.41624345017653,103.835248985224,103.835248985224,Khatib
20,EUNOS BUS INTERCHANGE,409,EUNOS ROAD 2,EUNOS BUS INTERCHANGE,409 EUNOS ROAD 2 EUNOS BUS INTERCHANGE SINGAPORE 409388,409388,35631.4704017248,33511.6758921836,1.31934126205926,103.901891285083,103.901891285083,Eunos
21,EUNOS CAREHUT,95,JALAN EUNOS,EUNOS CAREHUT,95 JALAN EUNOS EUNOS CAREHUT SINGAPORE 419529,419529,35907.8444855893,34069.7666011825,1.32438836310047,103.904374791251,103.904374791251,Eunos
22,EUNOS COMMUNITY CLUB (PENDING U/C),180,BEDOK RESERVOIR ROAD,EUNOS COMMUNITY CLUB (PENDING U/C),180 BEDOK RESERVOIR ROAD EUNOS COMMUNITY CLUB (PENDING U/C) SINGAPORE 479220,479220,37115.893834901,34980.7670479398,1.33262678312198,103.915230025095,103.915230025095,Eunos
23,EUNOS COURT,39,EUNOS ROAD 2,EUNOS COURT,39 EUNOS ROAD 2 EUNOS COURT SINGAPORE 400039,400039,35491.6572880372,33567.6157268267,1.31984719632012,103.900635006177,103.900635006177,Eunos
24,EUNOS COURT,31A,EUNOS CRESCENT,EUNOS COURT,31A EUNOS CRESCENT EUNOS COURT SINGAPORE 401031,401031,35600.8357819207,33588.2745337542,1.32003400022608,103.901616036213,103.901616036213,Eunos
25,EUNOS COURT,32,EUNOS CRESCENT,EUNOS COURT,32 EUNOS CRESCENT EUNOS COURT SINGAPORE 400032,400032,35571.8949887538,33616.8612217791,1.32029253511763,103.901355995305,103.901355995305,Eunos
26,EUNOS COURT,31,EUNOS CRESCENT,EUNOS COURT,31 EUNOS CRESCENT EUNOS COURT SINGAPORE 400031,400031,35625.9839967284,33627.5694290586,1.32038936286085,103.901842015603,103.901842015603,Eunos
27,EUNOS COURT,38C,EUNOS ROAD 2,EUNOS COURT,38C EUNOS ROAD 2 EUNOS COURT SINGAPORE 403038,403038,35461.7704085037,33604.4623054657,1.32018043082366,103.900366466107,103.900366466107,Eunos
28,EUNOS COURT,37B,EUNOS ROAD 2,EUNOS COURT,37B EUNOS ROAD 2 EUNOS COURT SINGAPORE 402037,402037,35538.8262782348,33731.46110503,1.32132894338702,103.901058883931,103.901058883931,Eunos
29,EUNOS COURT,34,EUNOS CRESCENT,EUNOS COURT,34 EUNOS CRESCENT EUNOS COURT SINGAPORE 400034,400034,35529.2463403167,33696.5788277313,1.32101348298356,103.900972794677,103.900972794677,Eunos
30,OCBC MARINA BAY SANDS,1,BAYFRONT AVENUE,OCBC MARINA BAY SANDS,1 BAYFRONT AVENUE OCBC MARINA BAY SANDS SINGAPORE 018971,018971,31081.3711878145,29676.9372881558,1.28466203613219,103.861005919301,103.861005919301,Marina Bay
31,MARINA BAY SANDS SINGAPORE,1,BAYFRONT AVENUE,MARINA BAY SANDS SINGAPORE,1 BAYFRONT AVENUE MARINA BAY SANDS SINGAPORE SINGAPORE 018971,018971,31036.5796872023,29544.7057292983,1.28346618479588,103.860603437294,103.860603437294,Marina Bay
32,MARINA BAY SANDS SKYPARK,1,BAYFRONT AVENUE,MARINA BAY SANDS SKYPARK,1 BAYFRONT AVENUE MARINA BAY SANDS SKYPARK SINGAPORE 018971,018971,31057.9147716891,29539.9285334274,1.28342297945301,103.86079514091,103.86079514091,Marina Bay
33,TOWER 1 (MARINA BAY SANDS SINGAPORE),1,BAYFRONT AVENUE,TOWER 1 (MARINA BAY SANDS SINGAPORE),1 BAYFRONT AVENUE TOWER 1 (MARINA BAY SANDS SINGAPORE) SINGAPORE 018971,018971,30993.9321586806,29447.0878193844,1.28258336683978,103.860220223356,103.860220223356,Marina Bay
34,MARINA BAY SANDS,1,BAYFRONT AVENUE,MARINA BAY SANDS,1 BAYFRONT AVENUE MARINA BAY SANDS SINGAPORE 018971,018971,31059.4625855722,29543.3804153632,1.28345419690844,103.860809048956,103.860809048956,Marina Bay
35,CITIBANK MARINA BAY SANDS,1,BAYFRONT AVENUE,CITIBANK MARINA BAY SANDS,1 BAYFRONT AVENUE CITIBANK MARINA BAY SANDS SINGAPORE 018971,018971,31056.498653803,29568.0990064107,1.28367774343659,103.860782419253,103.860782419253,Marina Bay
36,TOWER 2 (MARINA BAY SANDS SINGAPORE),1,BAYFRONT AVENUE,TOWER 2 (MARINA BAY SANDS SINGAPORE),1 BAYFRONT AVENUE TOWER 2 (MARINA BAY SANDS SINGAPORE) SINGAPORE 018971,018971,31049.6607530648,29559.8860614393,1.28360346911488,103.860720977246,103.860720977246,Marina Bay
37,TOWER 3 (MARINA BAY SANDS SINGAPORE),1,BAYFRONT AVENUE,TOWER 3 (MARINA BAY SANDS SINGAPORE),1 BAYFRONT AVENUE TOWER 3 (MARINA BAY SANDS SINGAPORE) SINGAPORE 018971,018971,31081.3711575465,29676.9373184238,1.28466203640592,103.861005919029,103.861005919029,Marina Bay
38,OCBC MARINA BAY MRT STATION,21,PARK STREET,OCBC MARINA BAY MRT STATION,21 PARK STREET OCBC MARINA BAY MRT STATION SINGAPORE 018925,018925,30368.2056121109,28766.3819018304,1.27642735476716,103.854597776754,103.854597776754,Marina Bay
39,DBS MARINA BAY MRT STATION,21,PARK STREET,DBS MARINA BAY MRT STATION,21 PARK STREET DBS MARINA BAY MRT STATION SINGAPORE 018925,018925,30368.2056121109,28766.3819018304,1.27642735476716,103.854597776754,103.854597776754,Marina Bay
40,BAKAU LRT STATION (SE3),50,RIVERVALE DRIVE,BAKAU LRT STATION (SE3),50 RIVERVALE DRIVE BAKAU LRT STATION (SE3) SINGAPORE 545053,545053,36023.4333449397,41102.9966866206,1.38799431054768,103.905415300171,103.905415300171,Bakau
41,TELOK AYER STREET,,TELOK AYER STREET,NIL,TELOK AYER STREET,NIL,29614.0857426827,29281.6216013249,1.28108464345095,103.847820429405,103.847820429405,Telok Ayer
42,TELOK AYER CONSERVATION AREA,1,ANN SIANG HILL,TELOK AYER CONSERVATION AREA,1 ANN SIANG HILL TELOK AYER CONSERVATION AREA SINGAPORE 069784,069784,29340.3283124911,29339.5043877065,1.28161053371093,103.845361945944,103.845361945944,Telok Ayer
43,TELOK AYER CONSERVATION AREA,1,STANLEY STREET,TELOK AYER CONSERVATION AREA,1 STANLEY STREET TELOK AYER CONSERVATION AREA SINGAPORE 068720,068720,29589.2284199474,29137.6096719969,1.27978465719004,103.847598399228,103.847598399228,Telok Ayer
44,TELOK AYER CONSERVATION AREA,1,BOON TAT STREET,TELOK AYER CONSERVATION AREA,1 BOON TAT STREET TELOK AYER CONSERVATION AREA SINGAPORE 069611,069611,29606.7811263846,29361.0904240459,1.2818057378068,103.847756128245,103.847756128245,Telok Ayer
45,TELOK AYER CONSERVATION AREA,2,MCCALLUM STREET,TELOK AYER CONSERVATION AREA,2 MCCALLUM STREET TELOK AYER CONSERVATION AREA SINGAPORE 069043,069043,29579.9456228251,29130.4098872449,1.27971954532794,103.84751498942,103.84751498942,Telok Ayer
46,TELOK AYER CONSERVATION AREA,2,STANLEY STREET,TELOK AYER CONSERVATION AREA,2 STANLEY STREET TELOK AYER CONSERVATION AREA SINGAPORE 068721,068721,29591.3124008942,29143.1623941455,1.27983487395632,103.847617124864,103.847617124864,Telok Ayer
47,TELOK AYER CONSERVATION AREA,3,MCCALLUM STREET,TELOK AYER CONSERVATION AREA,3 MCCALLUM STREET TELOK AYER CONSERVATION AREA SINGAPORE 069044,069044,29586.7744734352,29126.563371338,1.27968475844532,103.847576349037,103.847576349037,Telok Ayer
48,TELOK AYER CONSERVATION AREA,3,BOON TAT STREET,TELOK AYER CONSERVATION AREA,3 BOON TAT STREET TELOK AYER CONSERVATION AREA SINGAPORE 069612,069612,29606.7810961166,29361.0903937779,1.28180573753308,103.847756127973,103.847756127973,Telok Ayer
49,TELOK AYER CONSERVATION AREA,4,ANN SIANG HILL,TELOK AYER CONSERVATION AREA,4 ANN SIANG HILL TELOK AYER CONSERVATION AREA SINGAPORE 069786,069786,29332.516751254,29317.1519962866,1.28140838685602,103.845291755118,103.845291755118,Telok Ayer
50,TELOK AYER CONSERVATION AREA,4,STANLEY STREET,TELOK AYER CONSERVATION AREA,4 STANLEY STREET TELOK AYER CONSERVATION AREA SINGAPORE 068723,068723,29597.8452608921,29153.655396061,1.27992976865481,103.847675825615,103.847675825615,Telok Ayer
51,MARYMOUNT CENTRE,9,LORONG 8 TOA PAYOH,MARYMOUNT CENTRE,9 LORONG 8 TOA PAYOH MARYMOUNT CENTRE SINGAPORE 319253,319253,30641.6949149827,35843.2114136107,1.3404276785035,103.857055779648,103.857055779648,Marymount
52,MARYMOUNT COMMUNITY CLUB,191,SIN MING AVENUE,MARYMOUNT COMMUNITY CLUB,191 SIN MING AVENUE MARYMOUNT COMMUNITY CLUB SINGAPORE 575738,575738,28904.1137284217,38173.9157459363,1.36150584133082,103.841442648888,103.841442648888,Marymount
53,MARYMOUNT CONVENT SCHOOL,20,MARYMOUNT ROAD,MARYMOUNT CONVENT SCHOOL,20 MARYMOUNT ROAD MARYMOUNT CONVENT SCHOOL SINGAPORE 297754,297754,28745.9144793656,35836.4646800403,1.34036676987375,103.840021064426,103.840021064426,Marymount
54,MARYMOUNT FLYOVER,,NIL,MARYMOUNT FLYOVER,MARYMOUNT FLYOVER,NIL,28728.2620399212,36170.4002360422,1.3433867648955,103.839862454762,103.839862454762,Marymount
55,MARYMOUNT KINDERGARTEN,9,LORONG 8 TOA PAYOH,MARYMOUNT KINDERGARTEN,9 LORONG 8 TOA PAYOH MARYMOUNT KINDERGARTEN SINGAPORE 319253,319253,30633.6241084645,35866.5202127788,1.34063847569791,103.856983260676,103.856983260676,Marymount
56,MARYMOUNT MRT STATION (CC16),60,MARYMOUNT ROAD,MARYMOUNT MRT STATION (CC16),60 MARYMOUNT ROAD MARYMOUNT MRT STATION (CC16) SINGAPORE 573993,573993,28679.3687734958,36758.7136478554,1.348707263451,103.839423132332,103.839423132332,Marymount
57,MARYMOUNT MRT STATION EXIT A,,NIL,MARYMOUNT MRT STATION EXIT A,MARYMOUNT MRT STATION EXIT A,NIL,28642.076862013,36788.8611952644,1.3489799079699,103.839088041822,103.839088041822,Marymount
58,MARYMOUNT MRT STATION EXIT B,,NIL,MARYMOUNT MRT STATION EXIT B,MARYMOUNT MRT STATION EXIT B,NIL,28748.8859175947,36666.4743283782,1.34787308218984,103.840047785068,103.840047785068,Marymount
59,MARYMOUNT TERRACE PLAYGROUND,,NIL,MARYMOUNT TERRACE PLAYGROUND,MARYMOUNT TERRACE PLAYGROUND,NIL,28779.1006296612,36822.9885890502,1.34928854073874,103.840319287098,103.840319287098,Marymount
60,MARYMOUNT VIEW,11,PEMIMPIN DRIVE,MARYMOUNT VIEW,11 PEMIMPIN DRIVE MARYMOUNT VIEW SINGAPORE 576148,576148,28845.5949102258,37213.6484047621,1.3528215273169,103.840916790896,103.840916790896,Marymount
61,SENJA CENTRE,628,SENJA ROAD,SENJA CENTRE,628 SENJA ROAD SENJA CENTRE SINGAPORE 670628,670628,19886.2763911784,40786.13172861,1.38512867383046,103.760410617887,103.760410617887,Senja
62,SENJA GATEWAY,635B,SENJA ROAD,SENJA GATEWAY,635B SENJA ROAD SENJA GATEWAY SINGAPORE 672635,672635,19585.7892575506,40949.1374124084,1.38660275237577,103.757710467868,103.757710467868,Senja
63,SENJA GATEWAY,635A,SENJA ROAD,SENJA GATEWAY,635A SENJA ROAD SENJA GATEWAY SINGAPORE 671635,671635,19529.8789341915,40944.6615645848,1.38656225824527,103.757208072494,103.757208072494,Senja
64,SENJA GATEWAY,635D,SENJA ROAD,SENJA GATEWAY,635D SENJA ROAD SENJA GATEWAY SINGAPORE 674635,674635,19577.42454891,41000.9880727194,1.3870716683338,103.757635289717,103.757635289717,Senja
65,SENJA GATEWAY,634B,SENJA ROAD,SENJA GATEWAY,634B SENJA ROAD SENJA GATEWAY SINGAPORE 672634,672634,19654.5804845961,40895.7422979604,1.38611988630201,103.758328624429,103.758328624429,Senja
66,SENJA GATEWAY,,NIL,SENJA GATEWAY,SENJA GATEWAY,NIL,19583.9335274687,40926.7595050801,1.38640037424357,103.757693799149,103.757693799149,Senja
67,SENJA GATEWAY,634,SENJA ROAD,SENJA GATEWAY,634 SENJA ROAD SENJA GATEWAY SINGAPORE 670634,670634,19570.310029069,40912.3458609656,1.38627001858805,103.757571385835,103.757571385835,Senja
68,SENJA GATEWAY,635,SENJA ROAD,SENJA GATEWAY,635 SENJA ROAD SENJA GATEWAY SINGAPORE 670635,670635,19562.2824754994,40985.0458651595,1.3869274884666,103.757499231264,103.757499231264,Senja
69,SENJA GATEWAY,635C,SENJA ROAD,SENJA GATEWAY,635C SENJA ROAD SENJA GATEWAY SINGAPORE 673635,673635,19666.3020034339,40937.9798466433,1.38650187058094,103.758433939145,103.758433939145,Senja
70,SENJA GATEWAY,634A,SENJA ROAD,SENJA GATEWAY,634A SENJA ROAD SENJA GATEWAY SINGAPORE 671634,671634,19575.1241518799,40860.162434442,1.38579809218637,103.757614659363,103.757614659363,Senja
71,KOVAN 81,,NIL,KOVAN 81,KOVAN 81,NIL,33030.8923074501,37505.2045460418,1.35545784490852,103.878524413497,103.878524413497,Kovan
72,KOVAN 81,81,KOVAN ROAD,KOVAN 81,81 KOVAN ROAD KOVAN 81 SINGAPORE 548173,548173,33030.0298817903,37489.6037310716,1.3553167568821,103.878516661429,103.878516661429,Kovan
73,KOVAN APARTMENTS,32,KOVAN ROAD,KOVAN APARTMENTS,32 KOVAN ROAD KOVAN APARTMENTS SINGAPORE 548102,548102,33142.3994686604,37717.9799662717,1.35738209038326,103.879526414029,103.879526414029,Kovan
74,KOVAN APARTMENTS,,NIL,KOVAN APARTMENTS,KOVAN APARTMENTS,NIL,33145.7125416221,37714.8490763046,1.35735377516642,103.87955618362,103.87955618362,Kovan
75,KOVAN CITY,201,HOUGANG STREET 21,KOVAN CITY,201 HOUGANG STREET 21 KOVAN CITY SINGAPORE 530201,530201,33601.6518021049,37763.6914017126,1.35779540529821,103.88365310526,103.88365310526,Kovan
76,KOVAN CITY,202,HOUGANG STREET 21,KOVAN CITY,202 HOUGANG STREET 21 KOVAN CITY SINGAPORE 530202,530202,33645.7466548048,37740.550377978,1.35758611787367,103.884049322053,103.884049322053,Kovan
77,KOVAN CITY,203,HOUGANG STREET 21,KOVAN CITY,203 HOUGANG STREET 21 KOVAN CITY SINGAPORE 530203,530203,33684.8014039267,37804.3327985425,1.35816293570102,103.884400266646,103.884400266646,Kovan
78,KOVAN CITY,204,HOUGANG STREET 21,KOVAN CITY,204 HOUGANG STREET 21 KOVAN CITY SINGAPORE 530204,530204,33750.2552830875,37876.8912393767,1.35881911554386,103.884988426671,103.884988426671,Kovan
79,KOVAN CITY,208,HOUGANG STREET 21,KOVAN CITY,208 HOUGANG STREET 21 KOVAN CITY SINGAPORE 530208,530208,33933.623843736,37863.3701375667,1.35869679955104,103.886636111344,103.886636111344,Kovan
80,KOVAN CITY,210,HOUGANG STREET 21,KOVAN CITY,210 HOUGANG STREET 21 KOVAN CITY SINGAPORE 530210,530210,33933.4849136909,37939.6554752365,1.35938669669059,103.88663487809,103.88663487809,Kovan
81,LAVENDER GARDENS,816,JELLICOE ROAD,LAVENDER GARDENS,816 JELLICOE ROAD LAVENDER GARDENS SINGAPORE 200816,200816,31107.8814316215,32141.7286672778,1.30695273729599,103.861244368296,103.861244368296,Lavender
82,LAVENDER GARDENS,815,JELLICOE ROAD,LAVENDER GARDENS,815 JELLICOE ROAD LAVENDER GARDENS SINGAPORE 200815,200815,31160.2472530147,32139.2491140515,1.30693030778708,103.861714899755,103.861714899755,Lavender
83,LAVENDER GARDENS,813,JELLICOE ROAD,LAVENDER GARDENS,813 JELLICOE ROAD LAVENDER GARDENS SINGAPORE 200813,200813,31204.2813276025,32179.870897226,1.3072976722983,103.86211057095,103.86211057095,Lavender
84,LAVENDER GARDENS,817,JELLICOE ROAD,LAVENDER GARDENS,817 JELLICOE ROAD LAVENDER GARDENS SINGAPORE 200817,200817,31069.6246978892,32118.0066798627,1.3067382078485,103.860900611081,103.860900611081,Lavender
85,LAVENDER GARDENS,,NIL,LAVENDER GARDENS,LAVENDER GARDENS,NIL,31095.6009539273,32136.6048424579,1.30690640046737,103.861134021877,103.861134021877,Lavender
86,LAVENDER MEADOWS ACADEMY PTE. LTD.,633,VEERASAMY ROAD,LAVENDER MEADOWS ACADEMY PTE. LTD.,633 VEERASAMY ROAD LAVENDER MEADOWS ACADEMY PTE. LTD. SINGAPORE 200633,200633,30406.6267009946,32003.9409962557,1.30570669675965,103.854943251549,103.854943251549,Lavender
87,LAVENDER MRT STATION,50,KALLANG ROAD,LAVENDER MRT STATION,50 KALLANG ROAD LAVENDER MRT STATION SINGAPORE 208699,208699,31279.2955007609,32190.2886529341,1.30739187893137,103.862784610013,103.862784610013,Lavender
88,LAVENDER MRT STATION (EW11),50,KALLANG ROAD,LAVENDER MRT STATION (EW11),50 KALLANG ROAD LAVENDER MRT STATION (EW11) SINGAPORE 208699,208699,31277.4062337531,32188.7337866109,1.30737781747063,103.862767633888,103.862767633888,Lavender
89,LAVENDER MRT STATION EXIT A,,NIL,LAVENDER MRT STATION EXIT A,LAVENDER MRT STATION EXIT A,NIL,31308.0591656873,32165.6951291971,1.30716946073774,103.863043062595,103.863043062595,Lavender
90,LAVENDER MRT STATION EXIT B,,NIL,LAVENDER MRT STATION EXIT B,LAVENDER MRT STATION EXIT B,NIL,31264.3496244205,32215.351421224,1.30761853932456,103.862650316842,103.862650316842,Lavender
91,RIVIERA 38,38,MAR THOMA ROAD,RIVIERA 38,38 MAR THOMA ROAD RIVIERA 38 SINGAPORE 328712,328712,31352.87933008,34487.0955676157,1.32816337851711,103.863446045125,103.863446045125,Riviera
92,RIVIERA 38,,NIL,RIVIERA 38,RIVIERA 38,NIL,31355.1381389014,34485.6505135372,1.32815030971249,103.863466341606,103.863466341606,Riviera
93,RIVIERA LRT STATION (PE4),40,PUNGGOL EAST,RIVIERA LRT STATION (PE4),40 PUNGGOL EAST RIVIERA LRT STATION (PE4) SINGAPORE 828852,828852,37220.1990320655,41824.5905639976,1.39451978540251,103.916169381157,103.916169381157,Riviera
94,RIVIERA RESIDENCES,,NIL,RIVIERA RESIDENCES,RIVIERA RESIDENCES,NIL,40148.2367261546,33139.2366157025,1.31597160046401,103.942476578201,103.942476578201,Riviera
95,RIVIERA RESIDENCES,11,RIVIERA DRIVE,RIVIERA RESIDENCES,11 RIVIERA DRIVE RIVIERA RESIDENCES SINGAPORE 467203,467203,40172.6193728503,33108.995752098,1.31569810361721,103.942695656331,103.942695656331,Riviera
96,RIVIERA RESIDENCES,15,RIVIERA DRIVE,RIVIERA RESIDENCES,15 RIVIERA DRIVE RIVIERA RESIDENCES SINGAPORE 467205,467205,40116.0657640332,33165.1781543624,1.31620621886386,103.942187516496,103.942187516496,Riviera
97,RIVIERA RESIDENCES,13,RIVIERA DRIVE,RIVIERA RESIDENCES,13 RIVIERA DRIVE RIVIERA RESIDENCES SINGAPORE 467204,467204,40128.9234219082,33133.4547649175,1.31591931917753,103.942303036419,103.942303036419,Riviera
98,RIVIERA RESIDENCES,9,RIVIERA DRIVE,RIVIERA RESIDENCES,9 RIVIERA DRIVE RIVIERA RESIDENCES SINGAPORE 467202,467202,40162.8775920225,33149.2900356893,1.31606251408169,103.942608137519,103.942608137519,Riviera
99,TOA PAYOH INDUSTRIAL PARK (ROAD),,TOA PAYOH INDUSTRIAL PARK (ROAD),NIL,TOA PAYOH INDUSTRIAL PARK (ROAD),NIL,31047.383684755,35416.1017539335,1.33656501233423,103.860701065174,103.860701065174,Toa Payoh
100,LORONG 1 TOA PAYOH,,LORONG 1 TOA PAYOH,NIL,LORONG 1 TOA PAYOH,NIL,29137.1112448078,35463.9555182377,1.33698816679954,103.843534461049,103.843534461049,Toa Payoh
101,LORONG 1A TOA PAYOH,,LORONG 1A TOA PAYOH,NIL,LORONG 1A TOA PAYOH,NIL,29279.0138979202,35469.7752986426,1.33705054337653,103.844811264438,103.844811264438,Toa Payoh
102,LORONG 2 TOA PAYOH,,LORONG 2 TOA PAYOH,NIL,LORONG 2 TOA PAYOH,NIL,29494.4049108261,34643.9313953444,1.32958189414723,103.846746637791,103.846746637791,Toa Payoh
103,LORONG 3 TOA PAYOH,,LORONG 3 TOA PAYOH,NIL,LORONG 3 TOA PAYOH,NIL,29641.7232476289,35572.4941537124,1.3379795845024,103.848070034632,103.848070034632,Toa Payoh
104,LORONG 4 TOA PAYOH,,LORONG 4 TOA PAYOH,NIL,LORONG 4 TOA PAYOH,NIL,29938.8269927531,35304.8655968745,1.33555942701321,103.850739841348,103.850739841348,Toa Payoh
105,LORONG 5 TOA PAYOH,,LORONG 5 TOA PAYOH,NIL,LORONG 5 TOA PAYOH,NIL,30154.3560212739,35422.4978124711,1.33661894318103,103.852680379436,103.852680379436,Toa Payoh
106,LORONG 6 TOA PAYOH,,LORONG 6 TOA PAYOH,NIL,LORONG 6 TOA PAYOH,NIL,30144.9783339371,35670.1006774591,1.33885339996615,103.852601206902,103.852601206902,Toa Payoh
107,LORONG 7 TOA PAYOH,,LORONG 7 TOA PAYOH,NIL,LORONG 7 TOA PAYOH,NIL,30565.1275971141,35509.6382912923,1.3374047176853,103.856374192398,103.856374192398,Toa Payoh
108,LORONG 8 TOA PAYOH,,LORONG 8 TOA PAYOH,NIL,LORONG 8 TOA PAYOH,NIL,30573.9816323277,35774.7945299375,1.33980894621017,103.856447358496,103.856447358496,Toa Payoh
109,KUPANG LRT STATION (SW3),60,FERNVALE STREET,KUPANG LRT STATION (SW3),60 FERNVALE STREET KUPANG LRT STATION (SW3) SINGAPORE 797697,797697,33334.8164311657,42232.8410119303,1.39821283031379,103.881256222255,103.881256222255,Kupang
110,WOODLANDS (AVE 12) PARK CONNECTOR,,NIL,WOODLANDS (AVE 12) PARK CONNECTOR,WOODLANDS (AVE 12) PARK CONNECTOR,NIL,24773.9445903935,46143.0535900574,1.43357568988365,103.804329417963,103.804329417963,Woodlands 
111,WOODLANDS (AVE 2) PARK CONNECTOR,,NIL,WOODLANDS (AVE 2) PARK CONNECTOR,WOODLANDS (AVE 2) PARK CONNECTOR,NIL,22908.4591072667,45829.0376665499,1.43073556904108,103.787566324985,103.787566324985,Woodlands 
112,WOODLANDS (AVE 3) PARK CONNECTOR,,NIL,WOODLANDS (AVE 3) PARK CONNECTOR,WOODLANDS (AVE 3) PARK CONNECTOR,NIL,21965.312154918,46054.4952811524,1.43277433932257,103.779091222588,103.779091222588,Woodlands 
113,WOODLANDS (AVE 5) PARK CONNECTOR,,NIL,WOODLANDS (AVE 5) PARK CONNECTOR,WOODLANDS (AVE 5) PARK CONNECTOR,NIL,22677.5393020539,46213.5384015962,1.43421281069085,103.785491223073,103.785491223073,Woodlands 
