,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
0,DBS DHOBY GHAUT MRT STATION,11,ORCHARD ROAD,DBS DHOBY GHAUT MRT STATION,11 ORCHARD ROAD DBS DHOBY GHAUT MRT STATION SINGAPORE 238826,238826,29431.3500115182,31227.922892984,1.29868872290409,103.846179896647,103.846179896647,Dhoby Ghaut
1,DHOBY GHAUT MRT STATION (NS24),11,ORCHARD ROAD,DHOBY GHAUT MRT STATION (NS24),11 ORCHARD ROAD DHOBY GHAUT MRT STATION (NS24) SINGAPORE 238826,238826,29423.9804536467,31229.3163704202,1.29870132536119,103.846113677951,103.846113677951,Dhoby Ghaut
2,UOB DHOBY GHAUT MRT STATION,11,ORCHARD ROAD,UOB DHOBY GHAUT MRT STATION,11 ORCHARD ROAD UOB DHOBY GHAUT MRT STATION SINGAPORE 238826,238826,29428.7041659895,31223.6895522457,1.29865043818251,103.846156122354,103.846156122354,Dhoby Ghaut
3,OCBC DHOBY GHAUT MRT STATION,11,ORCHARD ROAD,OCBC DHOBY GHAUT MRT STATION,11 ORCHARD ROAD OCBC DHOBY GHAUT MRT STATION SINGAPORE 238826,238826,29432.9375067279,31224.2187274061,1.29865522366188,103.846194160829,103.846194160829,Dhoby Ghaut
4,DHOBY GHAUT MRT STATION (CC1),13,ORCHARD ROAD,DHOBY GHAUT MRT STATION (CC1),13 ORCHARD ROAD DHOBY GHAUT MRT STATION (CC1) SINGAPORE 238893,238893,29443.8824096406,31252.5723822247,1.29891164362677,103.84629250696,103.84629250696,Dhoby Ghaut
5,KLCII DHOBY GHAUT CAMPUS,36,PRINSEP STREET,KLCII DHOBY GHAUT CAMPUS,36 PRINSEP STREET KLCII DHOBY GHAUT CAMPUS SINGAPORE 188648,188648,29820.8925754149,31281.4514287058,1.29917279578375,103.849680113122,103.849680113122,Dhoby Ghaut
6,MDIS DHOBY GHAUT,20,ORCHARD ROAD,MDIS DHOBY GHAUT,20 ORCHARD ROAD MDIS DHOBY GHAUT SINGAPORE 238830,238830,29496.0425298167,31264.8113322444,1.29902232591852,103.84676118949,103.84676118949,Dhoby Ghaut
7,UOB DHOBY GHAUT NEL MRT STATION,60,ORCHARD ROAD,UOB DHOBY GHAUT NEL MRT STATION,60 ORCHARD ROAD UOB DHOBY GHAUT NEL MRT STATION SINGAPORE 238889,238889,29360.0988146318,31313.6808988396,1.29946429130549,103.845539676638,103.845539676638,Dhoby Ghaut
8,DHOBY GHAUT CARPARK,60,ORCHARD ROAD,DHOBY GHAUT CARPARK,60 ORCHARD ROAD DHOBY GHAUT CARPARK SINGAPORE 238889,238889,29357.4663172839,31306.8366115578,1.29940239409636,103.845516022173,103.845516022173,Dhoby Ghaut
9,DHOBY GHAUT MRT STATION (NE6),60,ORCHARD ROAD,DHOBY GHAUT MRT STATION (NE6),60 ORCHARD ROAD DHOBY GHAUT MRT STATION (NE6) SINGAPORE 238889,238889,29354.4079191377,31340.2508916464,1.29970458121203,103.845488542541,103.845488542541,Dhoby Ghaut
10,BAYFRONT AVENUE TOWARDS MARINA BOULEVARD - ERP(69),,NIL,BAYFRONT AVENUE TOWARDS MARINA BOULEVARD - ERP(69),BAYFRONT AVENUE TOWARDS MARINA BOULEVARD - ERP(69),NIL,31066.3721608948,29755.2538799457,1.28537030528984,103.860871154701,103.860871154701,Bayfront
11,BAYFRONT AVENUE TOWARDS RAFFLES AVENUE - ERP(66),,NIL,BAYFRONT AVENUE TOWARDS RAFFLES AVENUE - ERP(66),BAYFRONT AVENUE TOWARDS RAFFLES AVENUE - ERP(66),NIL,31047.8886534227,29755.6212727316,1.28537362965764,103.860705073072,103.860705073072,Bayfront
12,BAYFRONT BRIDGE,,NIL,BAYFRONT BRIDGE,BAYFRONT BRIDGE,NIL,31083.6925605573,29986.2282280643,1.28745915428288,103.8610268079,103.8610268079,Bayfront
13,BAYFRONT BRIDGE,,NIL,BAYFRONT BRIDGE,BAYFRONT BRIDGE,NIL,31044.9816557299,29991.7467473913,1.28750906560659,103.860678975275,103.860678975275,Bayfront
14,BAYFRONT MRT STATION (DT16 / CE1),11,BAYFRONT AVENUE,BAYFRONT MRT STATION (DT16 / CE1),11 BAYFRONT AVENUE BAYFRONT MRT STATION (DT16 / CE1) SINGAPORE 018957,018957,30867.0092712184,29368.6250332333,1.28187378879209,103.859079764874,103.859079764874,Bayfront
15,BAYFRONT MRT STATION EXIT,,NIL,BAYFRONT MRT STATION EXIT,BAYFRONT MRT STATION EXIT,NIL,31099.6697579063,29376.0639653243,1.2819410418667,103.861170309768,103.861170309768,Bayfront
16,BAYFRONT MRT STATION EXIT A,,NIL,BAYFRONT MRT STATION EXIT A,BAYFRONT MRT STATION EXIT A,NIL,30847.1161534768,29302.4357026033,1.28127519755786,103.858901011605,103.858901011605,Bayfront
17,BAYFRONT MRT STATION EXIT B,,NIL,BAYFRONT MRT STATION EXIT B,BAYFRONT MRT STATION EXIT B,NIL,30942.6216608072,29460.5616728719,1.28270522446426,103.859759179874,103.859759179874,Bayfront
18,BAYFRONT MRT STATION EXIT C,,NIL,BAYFRONT MRT STATION EXIT C,BAYFRONT MRT STATION EXIT C,NIL,30924.5580308046,29474.9012814984,1.28283490852292,103.859596872464,103.859596872464,Bayfront
19,BAYFRONT MRT STATION EXIT D,,NIL,BAYFRONT MRT STATION EXIT D,BAYFRONT MRT STATION EXIT D,NIL,30913.0920645529,29474.8398374915,1.28283435390697,103.859493846293,103.859493846293,Bayfront
20,RANGGUNG LRT STATION (SE5),30,SENGKANG EAST AVENUE,RANGGUNG LRT STATION (SE5),30 SENGKANG EAST AVENUE RANGGUNG LRT STATION (SE5) SINGAPORE 545046,545046,35108.5940098073,40687.1253354792,1.38423355918277,103.897194667804,103.897194667804,Ranggung
21,STEVENS GARDEN,7,STEVENS DRIVE,STEVENS GARDEN,7 STEVENS DRIVE STEVENS GARDEN SINGAPORE 257903,257903,27282.8527967697,33260.4692735653,1.31707038024487,103.826874645143,103.826874645143,Stevens
22,STEVENS GARDEN,5A,STEVENS DRIVE,STEVENS GARDEN,5A STEVENS DRIVE STEVENS GARDEN SINGAPORE 257901,257901,27280.1980524538,33279.6918646637,1.31724422250564,103.82685079046,103.82685079046,Stevens
23,STEVENS GARDEN,,NIL,STEVENS GARDEN,STEVENS GARDEN,NIL,27279.5976264607,33276.9460742529,1.31721939053305,103.82684539539,103.82684539539,Stevens
24,STEVENS GARDEN,5,STEVENS DRIVE,STEVENS GARDEN,5 STEVENS DRIVE STEVENS GARDEN SINGAPORE 257900,257900,27278.9879687326,33288.4554447941,1.31732347719983,103.826839917034,103.826839917034,Stevens
25,STEVENS LOFT,6,STEVENS DRIVE,STEVENS LOFT,6 STEVENS DRIVE STEVENS LOFT SINGAPORE 257902,257902,27240.1114980346,33355.8106376193,1.31793261282558,103.826490590389,103.826490590389,Stevens
26,STEVENS LOFT,,NIL,STEVENS LOFT,STEVENS LOFT,NIL,27246.1070710532,33340.9849857111,1.31779853501642,103.826544464056,103.826544464056,Stevens
27,STEVENS MRT STATION (DT10),92,STEVENS ROAD,STEVENS MRT STATION (DT10),92 STEVENS ROAD STEVENS MRT STATION (DT10) SINGAPORE 257877,257877,27188.2299643802,33591.6608552355,1.32006555750626,103.826024401924,103.826024401924,Stevens
28,STEVENS MRT STATION (TE11),82,STEVENS ROAD,STEVENS MRT STATION (TE11),82 STEVENS ROAD STEVENS MRT STATION (TE11) SINGAPORE 257879,257879,27137.3215161348,33510.8105305303,1.31933437435349,103.825566965234,103.825566965234,Stevens
29,STEVENS MRT STATION EXIT 1,,NIL,STEVENS MRT STATION EXIT 1,STEVENS MRT STATION EXIT 1,NIL,27156.3837171877,33582.5353608243,1.31998302889772,103.825738247034,103.825738247034,Stevens
30,STEVENS MRT STATION EXIT 2,,NIL,STEVENS MRT STATION EXIT 2,STEVENS MRT STATION EXIT 2,NIL,27187.8119029896,33451.4522903413,1.31879756079149,103.826020649127,103.826020649127,Stevens
31,MARYMOUNT CENTRE,9,LORONG 8 TOA PAYOH,MARYMOUNT CENTRE,9 LORONG 8 TOA PAYOH MARYMOUNT CENTRE SINGAPORE 319253,319253,30641.6949149827,35843.2114136107,1.3404276785035,103.857055779648,103.857055779648,Marymount
32,MARYMOUNT COMMUNITY CLUB,191,SIN MING AVENUE,MARYMOUNT COMMUNITY CLUB,191 SIN MING AVENUE MARYMOUNT COMMUNITY CLUB SINGAPORE 575738,575738,28904.1137284217,38173.9157459363,1.36150584133082,103.841442648888,103.841442648888,Marymount
33,MARYMOUNT CONVENT SCHOOL,20,MARYMOUNT ROAD,MARYMOUNT CONVENT SCHOOL,20 MARYMOUNT ROAD MARYMOUNT CONVENT SCHOOL SINGAPORE 297754,297754,28745.9144793656,35836.4646800403,1.34036676987375,103.840021064426,103.840021064426,Marymount
34,MARYMOUNT FLYOVER,,NIL,MARYMOUNT FLYOVER,MARYMOUNT FLYOVER,NIL,28728.2620399212,36170.4002360422,1.3433867648955,103.839862454762,103.839862454762,Marymount
35,MARYMOUNT KINDERGARTEN,9,LORONG 8 TOA PAYOH,MARYMOUNT KINDERGARTEN,9 LORONG 8 TOA PAYOH MARYMOUNT KINDERGARTEN SINGAPORE 319253,319253,30633.6241084645,35866.5202127788,1.34063847569791,103.856983260676,103.856983260676,Marymount
36,MARYMOUNT MRT STATION (CC16),60,MARYMOUNT ROAD,MARYMOUNT MRT STATION (CC16),60 MARYMOUNT ROAD MARYMOUNT MRT STATION (CC16) SINGAPORE 573993,573993,28679.3687734958,36758.7136478554,1.348707263451,103.839423132332,103.839423132332,Marymount
37,MARYMOUNT MRT STATION EXIT A,,NIL,MARYMOUNT MRT STATION EXIT A,MARYMOUNT MRT STATION EXIT A,NIL,28642.076862013,36788.8611952644,1.3489799079699,103.839088041822,103.839088041822,Marymount
38,MARYMOUNT MRT STATION EXIT B,,NIL,MARYMOUNT MRT STATION EXIT B,MARYMOUNT MRT STATION EXIT B,NIL,28748.8859175947,36666.4743283782,1.34787308218984,103.840047785068,103.840047785068,Marymount
39,MARYMOUNT TERRACE PLAYGROUND,,NIL,MARYMOUNT TERRACE PLAYGROUND,MARYMOUNT TERRACE PLAYGROUND,NIL,28779.1006296612,36822.9885890502,1.34928854073874,103.840319287098,103.840319287098,Marymount
40,MARYMOUNT VIEW,11,PEMIMPIN DRIVE,MARYMOUNT VIEW,11 PEMIMPIN DRIVE MARYMOUNT VIEW SINGAPORE 576148,576148,28845.5949102258,37213.6484047621,1.3528215273169,103.840916790896,103.840916790896,Marymount
41,KATONG PARK MRT STATION (TE24),45,MEYER ROAD,KATONG PARK MRT STATION (TE24),45 MEYER ROAD KATONG PARK MRT STATION (TE24) SINGAPORE 437870,437870,33882.890949796,31133.1909445133,1.29783147778951,103.886178949925,103.886178949925,Katong Park
42,H.S. OF KATONG PARK (HISTORIC SITE),,NIL,H.S. OF KATONG PARK (HISTORIC SITE),H.S. OF KATONG PARK (HISTORIC SITE),NIL,33888.8015000485,31025.3677601386,1.29685636214141,103.886232038559,103.886232038559,Katong Park
43,KATONG PARK,,NIL,KATONG PARK,KATONG PARK,NIL,33902.6018240089,31061.6722997241,1.29718468487452,103.886356047309,103.886356047309,Katong Park
44,BRADDELL ESTATE,,NIL,BRADDELL ESTATE,BRADDELL ESTATE,NIL,31491.1758664437,35987.4177132584,1.34173174251354,103.864688887374,103.864688887374,Braddell
45,BRADDELL FLYOVER,,NIL,BRADDELL FLYOVER,BRADDELL FLYOVER,NIL,30898.0929770973,36211.0050086118,1.3437538492982,103.859359703805,103.859359703805,Braddell
46,BRADDELL HEADQUARTER BUS DEPOT,205,BRADDELL ROAD,BRADDELL HEADQUARTER BUS DEPOT,205 BRADDELL ROAD BRADDELL HEADQUARTER BUS DEPOT SINGAPORE 579701,579701,31017.0169747695,35910.9086951893,1.34103987340844,103.860428278171,103.860428278171,Braddell
47,BRADDELL HEIGHTS COMMUNITY CLUB (PENDING U/C),50,SERANGOON AVENUE 2,BRADDELL HEIGHTS COMMUNITY CLUB (PENDING U/C),50 SERANGOON AVENUE 2 BRADDELL HEIGHTS COMMUNITY CLUB (PENDING U/C) SINGAPORE 556129,556129,32131.5550531261,37081.7207061928,1.3516281467669,103.870443227253,103.870443227253,Braddell
48,BRADDELL HEIGHTS COMMUNITY HUB,264,SERANGOON CENTRAL,BRADDELL HEIGHTS COMMUNITY HUB,264 SERANGOON CENTRAL BRADDELL HEIGHTS COMMUNITY HUB SINGAPORE 550264,550264,32316.2901527034,37153.1479719393,1.35227408330171,103.872103199544,103.872103199544,Braddell
49,BRADDELL HEIGHTS ESTATE,6,COTSWOLD CLOSE,BRADDELL HEIGHTS ESTATE,6 COTSWOLD CLOSE BRADDELL HEIGHTS ESTATE SINGAPORE 359605,359605,31204.6115210373,36443.2246723846,1.34585393008335,103.862113983388,103.862113983388,Braddell
50,BRADDELL HEIGHTS ESTATE,5A,SUNDRIDGE PARK ROAD,BRADDELL HEIGHTS ESTATE,5A SUNDRIDGE PARK ROAD BRADDELL HEIGHTS ESTATE SINGAPORE 358152,358152,31439.5342065599,36565.3174858093,1.34695806795345,103.864224921827,103.864224921827,Braddell
51,BRADDELL HEIGHTS ESTATE,6,MATLOCK RISE,BRADDELL HEIGHTS ESTATE,6 MATLOCK RISE BRADDELL HEIGHTS ESTATE SINGAPORE 358542,358542,31407.9847369483,36550.9388920199,1.34682803667965,103.863941428728,103.863941428728,Braddell
52,BRADDELL HEIGHTS ESTATE,6,MUSWELL HILL,BRADDELL HEIGHTS ESTATE,6 MUSWELL HILL BRADDELL HEIGHTS ESTATE SINGAPORE 358421,358421,31188.243715358,36322.8703611419,1.34476549033154,103.861966895916,103.861966895916,Braddell
53,BRADDELL HEIGHTS ESTATE,6B,CLIFTON VALE,BRADDELL HEIGHTS ESTATE,6B CLIFTON VALE BRADDELL HEIGHTS ESTATE SINGAPORE 359675,359675,31416.4920985959,36375.0218246747,1.34523710449546,103.864017852739,103.864017852739,Braddell
54,SEGAR GARDENS,472,SEGAR ROAD,SEGAR GARDENS,472 SEGAR ROAD SEGAR GARDENS SINGAPORE 670472,670472,21239.7443636907,41093.7451865934,1.38791096329786,103.772572478235,103.772572478235,Segar
55,SEGAR GARDENS,479,SEGAR ROAD,SEGAR GARDENS,479 SEGAR ROAD SEGAR GARDENS SINGAPORE 670479,670479,21255.1584857386,41286.258098606,1.38965198363957,103.772710941574,103.772710941574,Segar
56,SEGAR GARDENS,478A,SEGAR ROAD,SEGAR GARDENS,478A SEGAR ROAD SEGAR GARDENS SINGAPORE 671478,671478,21285.2794275908,41313.2498454973,1.3898960941557,103.772981595323,103.772981595323,Segar
57,SEGAR GARDENS,483,SEGAR ROAD,SEGAR GARDENS,483 SEGAR ROAD SEGAR GARDENS SINGAPORE 670483,670483,21190.0625254847,41191.7477117758,1.38879725090534,103.772126026054,103.772126026054,Segar
58,SEGAR GARDENS,466,SEGAR ROAD,SEGAR GARDENS,466 SEGAR ROAD SEGAR GARDENS SINGAPORE 670466,670466,21320.6063415706,40986.705670584,1.38694295549199,103.773299109481,103.773299109481,Segar
59,SEGAR GARDENS,482,SEGAR ROAD,SEGAR GARDENS,482 SEGAR ROAD SEGAR GARDENS SINGAPORE 670482,670482,21208.5223028585,41231.9684744347,1.38916099716883,103.772291892028,103.772291892028,Segar
60,SEGAR GARDENS,467,SEGAR ROAD,SEGAR GARDENS,467 SEGAR ROAD SEGAR GARDENS SINGAPORE 670467,670467,21375.0644070702,40991.0696479399,1.38698243415701,103.773788455756,103.773788455756,Segar
61,SEGAR GARDENS,473,SEGAR ROAD,SEGAR GARDENS,473 SEGAR ROAD SEGAR GARDENS SINGAPORE 670473,670473,21192.1194468541,41129.832523128,1.38823731294211,103.772144523474,103.772144523474,Segar
62,SEGAR GARDENS,475,SEGAR ROAD,SEGAR GARDENS,475 SEGAR ROAD SEGAR GARDENS SINGAPORE 670475,670475,21246.9545303592,41208.2207289673,1.3889462401475,103.772637240705,103.772637240705,Segar
63,SEGAR GARDENS,468,SEGAR ROAD,SEGAR GARDENS,468 SEGAR ROAD SEGAR GARDENS SINGAPORE 670468,670468,21339.3109263964,41046.3783951215,1.38748261821031,103.77346717088,103.77346717088,Segar
64,KENT RIDGE CRESCENT,,KENT RIDGE CRESCENT,NIL,KENT RIDGE CRESCENT,NIL,21305.6953944834,31144.577003289,1.29793428466508,103.773167298977,103.773167298977,Kent Ridge
65,KENT RIDGE DRIVE,,KENT RIDGE DRIVE,NIL,KENT RIDGE DRIVE,NIL,21194.3846298932,30643.5898089109,1.29340432948153,103.772164251813,103.772164251813,Kent Ridge
66,LOWER KENT RIDGE ROAD,,LOWER KENT RIDGE ROAD,NIL,LOWER KENT RIDGE ROAD,NIL,22014.7622009041,31057.7347074542,1.29714905829377,103.77953859165,103.77953859165,Kent Ridge
67,KENT RIDGE ROAD,,KENT RIDGE ROAD,NIL,KENT RIDGE ROAD,NIL,21902.5476250247,30800.7351276466,1.29482481420691,103.778530131892,103.778530131892,Kent Ridge
68,DBS NUH KENT RIDGE WING,5,LOWER KENT RIDGE ROAD,DBS NUH KENT RIDGE WING,5 LOWER KENT RIDGE ROAD DBS NUH KENT RIDGE WING SINGAPORE 119074,119074,22476.1118029403,30763.5455845371,1.2944886015921,103.78368407095,103.78368407095,Kent Ridge
69,NATIONAL UNIVERSITY HOSPITAL (KENT RIDGE WING 2),5,LOWER KENT RIDGE ROAD,NATIONAL UNIVERSITY HOSPITAL (KENT RIDGE WING 2),5 LOWER KENT RIDGE ROAD NATIONAL UNIVERSITY HOSPITAL (KENT RIDGE WING 2) SINGAPORE 119074,119074,22461.1443455284,30617.7690424304,1.29317024763764,103.783549607648,103.783549607648,Kent Ridge
70,NATIONAL UNIVERSITY OF SINGAPORE (KENT RIDGE GUILD HOUSE),9,KENT RIDGE DRIVE,NATIONAL UNIVERSITY OF SINGAPORE (KENT RIDGE GUILD HOUSE),9 KENT RIDGE DRIVE NATIONAL UNIVERSITY OF SINGAPORE (KENT RIDGE GUILD HOUSE) SINGAPORE 119241,119241,21245.0554867927,30686.4880803339,1.29379147878233,103.772622521493,103.772622521493,Kent Ridge
71,NATIONAL UNIVERSITY OF SINGAPORE (KENT RIDGE HALL),10,HENG MUI KENG TERRACE,NATIONAL UNIVERSITY OF SINGAPORE (KENT RIDGE HALL),10 HENG MUI KENG TERRACE NATIONAL UNIVERSITY OF SINGAPORE (KENT RIDGE HALL) SINGAPORE 119617,119617,21451.3974168152,30468.5236683171,1.29182033025598,103.774476636473,103.774476636473,Kent Ridge
72,KENT RIDGE HILL RESIDENCES,56F,SOUTH BUONA VISTA ROAD,KENT RIDGE HILL RESIDENCES,56F SOUTH BUONA VISTA ROAD KENT RIDGE HILL RESIDENCES SINGAPORE 117293,117293,23260.0976805137,29252.5672017429,1.28082397634044,103.790728746282,103.790728746282,Kent Ridge
73,KENT RIDGE HILL RESIDENCES,56G,SOUTH BUONA VISTA ROAD,KENT RIDGE HILL RESIDENCES,56G SOUTH BUONA VISTA ROAD KENT RIDGE HILL RESIDENCES SINGAPORE 117294,117294,23268.8621989507,29271.224840926,1.2809927107571,103.790807496033,103.790807496033,Kent Ridge
74,SHENTON WAY,,SHENTON WAY,NIL,SHENTON WAY,NIL,29651.5806827865,28732.7227758217,1.27612402388542,103.848159371383,103.848159371383,Shenton Way
75,SHENTON WAY MRT STATION (TE19),2,PARK STREET,SHENTON WAY MRT STATION (TE19),2 PARK STREET SHENTON WAY MRT STATION (TE19) SINGAPORE 018928,018928,29897.4191489154,28908.9617211055,1.2777168283425,103.850367596067,103.850367596067,Shenton Way
76,UOB SHENTON WAY AUTOLOBBY,2,SHENTON WAY,UOB SHENTON WAY AUTOLOBBY,2 SHENTON WAY UOB SHENTON WAY AUTOLOBBY SINGAPORE 068804,068804,29858.0240060482,29121.3082137369,1.27963721786012,103.850013628463,103.850013628463,Shenton Way
77,SHENTON WAY POST OFFICE,6A,SHENTON WAY,SHENTON WAY POST OFFICE,6A SHENTON WAY SHENTON WAY POST OFFICE SINGAPORE 068815,068815,29736.2366268476,28921.3471681681,1.27782884723464,103.848919311874,103.848919311874,Shenton Way
78,SHENTON WAY BUS TERMINAL,31,SHENTON WAY,SHENTON WAY BUS TERMINAL,31 SHENTON WAY SHENTON WAY BUS TERMINAL SINGAPORE 079121,079121,29588.8453786131,28551.7515687551,1.27448636193999,103.847594928251,103.847594928251,Shenton Way
79,SHENTON WAY MRT STATION EXIT 1,,NIL,SHENTON WAY MRT STATION EXIT 1,SHENTON WAY MRT STATION EXIT 1,NIL,30059.3128777966,28879.8926824909,1.27745392803543,103.851822269502,103.851822269502,Shenton Way
80,SHENTON WAY MRT STATION EXIT 2,,NIL,SHENTON WAY MRT STATION EXIT 2,SHENTON WAY MRT STATION EXIT 2,NIL,29954.8949323921,28825.3740204889,1.27696088700122,103.850884032212,103.850884032212,Shenton Way
81,SHENTON WAY MRT STATION EXIT 3,,NIL,SHENTON WAY MRT STATION EXIT 3,SHENTON WAY MRT STATION EXIT 3,NIL,29878.9850387918,28897.1806651428,1.27761028570468,103.850201958042,103.850201958042,Shenton Way
82,SHENTON WAY MRT STATION EXIT 4,,NIL,SHENTON WAY MRT STATION EXIT 4,SHENTON WAY MRT STATION EXIT 4,NIL,29971.6061888821,28894.7669145148,1.27758845095655,103.851034193312,103.851034193312,Shenton Way
83,SHENTON WAY MRT STATION EXIT 5,,NIL,SHENTON WAY MRT STATION EXIT 5,SHENTON WAY MRT STATION EXIT 5,NIL,30045.1342343083,28851.2019331381,1.27719445988297,103.851694867293,103.851694867293,Shenton Way
84,FARMWAY LRT STATION (SW2),35,ANCHORVALE STREET,FARMWAY LRT STATION (SW2),35 ANCHORVALE STREET FARMWAY LRT STATION (SW2) SINGAPORE 545048,545048,34230.5208312804,42117.5715403445,1.39717019591821,103.889304824196,103.889304824196,Farmway
85,LEARNING SEEDS CHILD DEVELOPMENT CENTRE @ GEK POH PTE. LTD.,1,JURONG WEST STREET 74,LEARNING SEEDS CHILD DEVELOPMENT CENTRE @ GEK POH PTE. LTD.,1 JURONG WEST STREET 74 LEARNING SEEDS CHILD DEVELOPMENT CENTRE @ GEK POH PTE. LTD. SINGAPORE 649149,649149,13021.3609030796,36757.198311517,1.34868982129207,103.698726262283,103.698726262283,Gek Poh
86,GEK POH VILLE COMMUNITY CLUB (PENDING U/C),1,JURONG WEST STREET 74,GEK POH VILLE COMMUNITY CLUB (PENDING U/C),1 JURONG WEST STREET 74 GEK POH VILLE COMMUNITY CLUB (PENDING U/C) SINGAPORE 649149,649149,13021.3608122757,36757.1985839289,1.34868982375562,103.698726261467,103.698726261467,Gek Poh
87,GEK POH VILLE,743,JURONG WEST STREET 73,GEK POH VILLE,743 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640743,640743,13073.5559827769,36602.90260325,1.34729445566249,103.699195342781,103.699195342781,Gek Poh
88,GEK POH VILLE,744,JURONG WEST STREET 73,GEK POH VILLE,744 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640744,640744,13062.9258366274,36532.625702491,1.34665889281139,103.699099859364,103.699099859364,Gek Poh
89,GEK POH VILLE,745,JURONG WEST STREET 73,GEK POH VILLE,745 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640745,640745,12934.9011340225,36571.7800938152,1.3470129261942,103.697949461953,103.697949461953,Gek Poh
90,GEK POH VILLE,746,JURONG WEST STREET 73,GEK POH VILLE,746 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640746,640746,12933.4439122146,36618.8129991591,1.34743827314555,103.697936344468,103.697936344468,Gek Poh
91,GEK POH VILLE,747,JURONG WEST STREET 73,GEK POH VILLE,747 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640747,640747,12864.9637795053,36638.4421195462,1.34761575693698,103.697320999848,103.697320999848,Gek Poh
92,GEK POH VILLE,748,JURONG WEST STREET 73,GEK POH VILLE,748 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640748,640748,12937.0481329113,36653.6548081636,1.34775337100719,103.697968713143,103.697968713143,Gek Poh
93,GEK POH VILLE,749,JURONG WEST STREET 73,GEK POH VILLE,749 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640749,640749,12948.5669470634,36688.237371888,1.34806612832922,103.698072199306,103.698072199306,Gek Poh
94,GEK POH VILLE,750,JURONG WEST STREET 73,GEK POH VILLE,750 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640750,640750,13073.1753931502,36673.9649581853,1.34793711637819,103.699191887798,103.699191887798,Gek Poh
95,SEMBAWANG AIR BASE,301,SEMBAWANG ROAD,SEMBAWANG AIR BASE,301 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 758533,758533,26639.7206764314,44599.5657582786,1.41961709618173,103.821095254872,103.821095254872,Sembawang
96,SEMBAWANG AIR BASE,309,SEMBAWANG ROAD,SEMBAWANG AIR BASE,309 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 758541,758541,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
97,SEMBAWANG AIR BASE,313,SEMBAWANG ROAD,SEMBAWANG AIR BASE,313 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 757754,757754,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
98,SEMBAWANG AIR BASE,305,SEMBAWANG ROAD,SEMBAWANG AIR BASE,305 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 758537,758537,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
99,SEMBAWANG AIR BASE,311,SEMBAWANG ROAD,SEMBAWANG AIR BASE,311 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 757752,757752,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
100,SEMBAWANG AIR BASE,319,SEMBAWANG ROAD,SEMBAWANG AIR BASE,319 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 757757,757757,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
101,SEMBAWANG AIR BASE,303,SEMBAWANG ROAD,SEMBAWANG AIR BASE,303 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 758535,758535,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
102,SEMBAWANG AIR BASE,317,SEMBAWANG ROAD,SEMBAWANG AIR BASE,317 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 757756,757756,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
103,SEMBAWANG AIR BASE,315,SEMBAWANG ROAD,SEMBAWANG AIR BASE,315 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 757755,757755,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
104,SEMBAWANG ANIMAL QUARANTINE STATION,10,LORONG CHENCHARU,SEMBAWANG ANIMAL QUARANTINE STATION,10 LORONG CHENCHARU SEMBAWANG ANIMAL QUARANTINE STATION SINGAPORE 769197,769197,27056.4355357438,44267.765093971,1.41661642762872,103.824839820661,103.824839820661,Sembawang
105,DOVER CLEMENTI SPORTS CLUB,108,JURONG EAST STREET 13,DOVER CLEMENTI SPORTS CLUB,108 JURONG EAST STREET 13 DOVER CLEMENTI SPORTS CLUB SINGAPORE 600108,600108,17292.1274587894,35606.2644961402,1.33828303068105,103.737102099236,103.737102099236,Dover
